review_id,username,beer_id,rating,name,comment,pub_date,,,,,,,
339,jadianes,338,2,Gyptoberfest,It is good,2017-10-03,,,,,,,
340,yasset,339,3,Farmer Wirtz India Pale Ale,It is good,2017-10-04,,,,,,,
341,john,340,2,Slow & Steady Golden Ale,A special one,2017-10-05,,,,,,,
342,teus,341,3,Pink-I Raspberry IPA,Enjoyable,2017-10-06,,,,,,,
343,teus,342,1,Moe's Original Bar B Que 'Bama Brew Golden Ale,Awesome,2017-10-07,,,,,,,
344,lluis,343,1,Live Local Golden Ale,It is good,2017-10-08,,,,,,,
345,carlos,344,3,Screaming Eagle Special Ale ESB,It is good,2017-10-09,,,,,,,
346,teus,345,2,Dirtbag Dunkel,A special one,2017-10-10,,,,,,,
347,pepe,346,5,Kindler Pale Ale,Awesome,2017-10-11,,,,,,,
348,jadianes,347,3,Mistress Winter Wheat,It is good,2017-10-12,,,,,,,
349,jadianes,348,4,Tent Pole Vanilla Porter,Awesome,2017-10-13,,,,,,,
350,yasset,349,2,Awry Rye Pale Ale,Enjoyable,2017-10-14,,,,,,,
351,teus,350,2,Demshitz Brown Ale,Awesome,2017-10-15,,,,,,,
352,mari,351,5,Wood Splitter Pilsner (2012),A special one,2017-10-16,,,,,,,
353,pepe,352,1,Brush Creek Blonde,Awesome,2017-10-17,,,,,,,
354,mari,353,3,Firestarter India Pale Ale,"Hey, this is great stuff!",2017-10-18,,,,,,,
355,carlos,354,5,Noche Dulce,"Hey, this is great stuff!",2017-10-19,,,,,,,
356,john,355,5,Porch Rocker,It is good,2017-10-20,,,,,,,
357,carlos,356,4,Rebel IPA,Enjoyable,2017-10-21,,,,,,,
358,lluis,357,2,Cold Snap,Enjoyable,2017-10-22,,,,,,,
359,lluis,358,2,Samuel Adams Winter Lager,Enjoyable,2017-10-23,,,,,,,
360,pepe,359,4,Boston Lager,Enjoyable,2017-10-24,,,,,,,
361,pepe,360,5,Boston Lager,"Hey, this is great stuff!",2017-10-25,,,,,,,
362,pepe,361,2,Samuel Adams Octoberfest,Enjoyable,2017-10-26,,,,,,,
363,john,362,2,Samuel Adams Summer Ale,Awesome,2017-10-27,,,,,,,
364,pepe,363,3,Boston Lager,Awesome,2017-10-28,,,,,,,
365,mari,364,2,Hazed & Infused,It is good,2017-10-29,,,,,,,
366,john,365,3,Hoopla Pale Ale,Awesome,2017-10-30,,,,,,,
367,teus,366,4,Hazed & Infused (2010),Awesome,2017-10-31,,,,,,,
368,carlos,367,1,Heavy Lifting,"Hey, this is great stuff!",2017-11-01,,,,,,,
369,yasset,368,3,1492,Enjoyable,2017-11-02,,,,,,,
370,jadianes,369,1,Mango Ginger,Awesome,2017-11-03,,,,,,,
371,john,370,1,Passenger,Awesome,2017-11-04,,,,,,,
372,lluis,371,5,Plum St. Porter,It is good,2017-11-05,,,,,,,
373,teus,372,2,Plum St. Porter,"Hey, this is great stuff!",2017-11-06,,,,,,,
374,teus,373,1,Bozone HopZone IPA,Enjoyable,2017-11-07,,,,,,,
375,pepe,374,4,Bozone Hefe Weizen,A special one,2017-11-08,,,,,,,
376,teus,375,5,Bozone Select Amber Ale,It is good,2017-11-09,,,,,,,
377,teus,376,2,Evil Owl,"Hey, this is great stuff!",2017-11-10,,,,,,,
378,teus,377,5,Post Time Kölsch,It is good,2017-11-11,,,,,,,
379,pepe,378,1,Agave Wheat,It is good,2017-11-12,,,,,,,
380,john,379,4,SummerBright Ale,Enjoyable,2017-11-13,,,,,,,
381,jadianes,380,4,Lucky U IPA,It is good,2017-11-14,,,,,,,
382,lluis,381,2,Avalanche Ale,It is good,2017-11-15,,,,,,,
383,john,382,5,"You're My Boy, Blue",It is good,2017-11-16,,,,,,,
384,pepe,383,5,Last Stop IPA,Awesome,2017-11-17,,,,,,,
385,teus,384,4,Rollin Dirty Red Ale,It is good,2017-11-18,,,,,,,
386,pepe,385,2,Are Wheat There Yet?,"Hey, this is great stuff!",2017-11-19,,,,,,,
387,mari,386,1,Insert Hop Reference,A special one,2017-11-20,,,,,,,
388,john,387,2,Manitou Amber,"Hey, this is great stuff!",2017-11-21,,,,,,,
389,yasset,388,3,Belfort,Awesome,2017-11-22,,,,,,,
390,carlos,389,4,Star Runner,Awesome,2017-11-23,,,,,,,
391,jadianes,390,2,Tart Side of the Barrel,Awesome,2017-11-24,,,,,,,
392,lluis,391,3,Linnaeus Mango IPA,"Hey, this is great stuff!",2017-11-25,,,,,,,
393,lluis,392,2,Beasts A'Burnin',A special one,2017-11-26,,,,,,,
394,jadianes,393,4,Verdun,Enjoyable,2017-11-27,,,,,,,
395,mari,394,4,Barrel Aged Triomphe,It is good,2017-11-28,,,,,,,
396,jadianes,395,2,Cherry Doppelbock,Enjoyable,2017-11-29,,,,,,,
397,pepe,396,1,Tropical Saison,Awesome,2017-11-30,,,,,,,
398,yasset,397,4,Beach Patrol,It is good,2017-12-01,,,,,,,
399,carlos,398,2,Nuit Serpent,It is good,2017-12-02,,,,,,,
400,john,399,1,Paris,It is good,2017-12-03,,,,,,,
401,lluis,400,5,The Grand Army,It is good,2017-12-04,,,,,,,
402,carlos,401,5,Acidulated Trip,Enjoyable,2017-12-05,,,,,,,
403,yasset,402,1,Root Stock,Enjoyable,2017-12-06,,,,,,,
404,mari,403,2,Mind Games,It is good,2017-12-07,,,,,,,
405,teus,404,1,Sous Chef,"Hey, this is great stuff!",2017-12-08,,,,,,,
406,jadianes,405,2,Dubbelicious,A special one,2017-12-09,,,,,,,
407,lluis,406,4,Psychopomp,Awesome,2017-12-10,,,,,,,
408,jadianes,407,5,Fat Paczki,"Hey, this is great stuff!",2017-12-11,,,,,,,
409,pepe,408,3,Earth-Like Planets,A special one,2017-12-12,,,,,,,
410,teus,409,5,Ski Patrol,Awesome,2017-12-13,,,,,,,
411,mari,410,1,Viking Ice Hole,Awesome,2017-12-14,,,,,,,
412,yasset,411,2,Rye Porter,It is good,2017-12-15,,,,,,,
413,yasset,412,1,Wizard Burial Ground,"Hey, this is great stuff!",2017-12-16,,,,,,,
414,yasset,413,2,Smoky Wheat,Awesome,2017-12-17,,,,,,,
415,yasset,414,5,BRIPA,A special one,2017-12-18,,,,,,,
416,yasset,415,1,Mela,A special one,2017-12-19,,,,,,,
417,mari,416,5,W.I.P.A Snappa,It is good,2017-12-20,,,,,,,
418,lluis,417,4,Pepper in the Rye,A special one,2017-12-21,,,,,,,
419,lluis,418,4,Moe Lasses',Awesome,2017-12-22,,,,,,,
420,pepe,419,5,Pumpkin Tart,A special one,2017-12-23,,,,,,,
421,john,420,5,Undertaker,It is good,2017-12-24,,,,,,,
422,carlos,421,4,Undertaker (2014),It is good,2017-12-25,,,,,,,
423,yasset,422,2,Coq D'Or,Awesome,2017-12-26,,,,,,,
424,john,423,5,North French,A special one,2017-12-27,,,,,,,
425,lluis,424,2,Agent a Deux,Awesome,2017-12-28,,,,,,,
426,teus,425,1,Belgian Wit,A special one,2017-12-29,,,,,,,
427,teus,426,5,Pothole Stout,It is good,2017-12-30,,,,,,,
428,yasset,427,3,Tree Bucket,It is good,2017-12-31,,,,,,,
429,carlos,428,5,Le Flaneur Ale,It is good,2018-01-01,,,,,,,
430,john,429,3,Maize & Blueberry,It is good,2018-01-02,,,,,,,
431,lluis,430,3,Trebuchet Double IPA,"Hey, this is great stuff!",2018-01-03,,,,,,,
432,john,431,3,Contemplation,Awesome,2018-01-04,,,,,,,
433,lluis,432,1,Black Rabbit,Enjoyable,2018-01-05,,,,,,,
434,carlos,433,3,Zaison,"Hey, this is great stuff!",2018-01-06,,,,,,,
435,carlos,434,4,Vivant Tripel,Enjoyable,2018-01-07,,,,,,,
436,pepe,435,1,Tart Side of the Moon,Awesome,2018-01-08,,,,,,,
437,teus,436,1,Big Red Coq,It is good,2018-01-09,,,,,,,
438,mari,437,4,Hubris Quadrupel Anniversary Ale,Awesome,2018-01-10,,,,,,,
439,jadianes,438,3,Plow Horse Belgian Style Imperial Stout,It is good,2018-01-11,,,,,,,
440,lluis,439,5,Escoffier Bretta Ale,A special one,2018-01-12,,,,,,,
441,pepe,440,5,Contemplation (2012),Awesome,2018-01-13,,,,,,,
442,yasset,441,1,Vivant Belgian Style Imperial Stout (2012),Awesome,2018-01-14,,,,,,,
443,john,442,5,Big Red Coq (2012),A special one,2018-01-15,,,,,,,
444,yasset,443,1,Zaison (2012),A special one,2018-01-16,,,,,,,
445,yasset,444,4,Vivant Tripel (2012),Enjoyable,2018-01-17,,,,,,,
446,yasset,445,2,Trebuchet Double IPA (2012),Awesome,2018-01-18,,,,,,,
447,pepe,446,2,Kludde,Awesome,2018-01-19,,,,,,,
448,mari,447,3,Farm Hand,Enjoyable,2018-01-20,,,,,,,
449,teus,448,4,Solitude,Enjoyable,2018-01-21,,,,,,,
450,yasset,449,3,Triomphe,It is good,2018-01-22,,,,,,,
451,lluis,450,3,Tampa Pale Ale,A special one,2018-01-23,,,,,,,
452,pepe,451,3,Orange Grove Wheat Ale,It is good,2018-01-24,,,,,,,
453,mari,452,1,Broad Brook Ale,"Hey, this is great stuff!",2018-01-25,,,,,,,
454,teus,453,3,Northern Lights Amber Ale,It is good,2018-01-26,,,,,,,
455,carlos,454,1,Polar Pale Ale,Awesome,2018-01-27,,,,,,,
456,yasset,455,5,Chugach Session Ale,A special one,2018-01-28,,,,,,,
457,lluis,456,1,Fairweather IPA,Awesome,2018-01-29,,,,,,,
458,teus,457,4,East India Pale Ale,Enjoyable,2018-01-30,,,,,,,
459,john,458,4,Brooklyn Summer Ale,Enjoyable,2018-01-31,,,,,,,
460,pepe,459,3,East India Pale Ale,"Hey, this is great stuff!",2018-02-01,,,,,,,
461,jadianes,460,3,Brooklyn Summer Ale (2011),Awesome,2018-02-02,,,,,,,
462,john,461,1,Brooklyn Lager (16 oz.),A special one,2018-02-03,,,,,,,
463,jadianes,462,4,Brooklyn Lager (12 oz.),A special one,2018-02-04,,,,,,,
464,pepe,463,4,Tour de Nez Belgian IPA (Current),Awesome,2018-02-05,,,,,,,
465,jadianes,464,4,Roler Bock (Current),Awesome,2018-02-06,,,,,,,
466,mari,465,3,Black Adder IBA (Current),It is good,2018-02-07,,,,,,,
467,yasset,466,3,Very Noddy Lager (Current),A special one,2018-02-08,,,,,,,
468,pepe,467,5,Tule Duck Red Ale (Current),A special one,2018-02-09,,,,,,,
469,john,468,1,Original Orange Blossom Ale (Current),Enjoyable,2018-02-10,,,,,,,
470,pepe,469,2,Black Noddy Lager (Current),"Hey, this is great stuff!",2018-02-11,,,,,,,
471,teus,470,2,Cleveland Beer Week 2013,"Hey, this is great stuff!",2018-02-12,,,,,,,
472,jadianes,471,4,Painted Turtle,Awesome,2018-02-13,,,,,,,
473,john,472,5,1836,A special one,2018-02-14,,,,,,,
474,carlos,473,2,Summer's Wit,Enjoyable,2018-02-15,,,,,,,
475,mari,474,2,More Cowbell,"Hey, this is great stuff!",2018-02-16,,,,,,,
476,mari,475,4,Wrath of Pele,Enjoyable,2018-02-17,,,,,,,
477,yasset,476,1,Black Beer'd,Enjoyable,2018-02-18,,,,,,,
478,lluis,477,5,Mr. Tea,It is good,2018-02-19,,,,,,,
479,mari,478,5,Pale Alement,A special one,2018-02-20,,,,,,,
480,jadianes,479,5,Hopkick Dropkick,Enjoyable,2018-02-21,,,,,,,
481,teus,480,3,Kreamed Corn,Awesome,2018-02-22,,,,,,,
482,pepe,481,3,Coconoats,Awesome,2018-02-23,,,,,,,
483,jadianes,482,2,Joey Wheat,It is good,2018-02-24,,,,,,,
484,pepe,483,1,3:33 Black IPA,A special one,2018-02-25,,,,,,,
485,john,484,5,MCA,"Hey, this is great stuff!",2018-02-26,,,,,,,
486,pepe,485,1,Pale Alement,"Hey, this is great stuff!",2018-02-27,,,,,,,
487,jadianes,486,3,Couch Select Lager,"Hey, this is great stuff!",2018-02-28,,,,,,,
488,teus,487,4,Mucho Aloha Hawaiian Pale Ale,Enjoyable,2018-03-01,,,,,,,
489,lluis,488,5,Heinnieweisse Weissebier,It is good,2018-03-02,,,,,,,
490,carlos,489,5,Snapperhead IPA,A special one,2018-03-03,,,,,,,
491,carlos,490,5,Moo Thunder Stout,Awesome,2018-03-04,,,,,,,
492,mari,491,4,Porkslap Pale Ale,Enjoyable,2018-03-05,,,,,,,
493,teus,492,1,Blackbeard,A special one,2018-03-06,,,,,,,
494,teus,493,2,Rye Knot,It is good,2018-03-07,,,,,,,
495,mari,494,4,Dead Arm,Enjoyable,2018-03-08,,,,,,,
496,carlos,495,2,32°/50° Kölsch ,Awesome,2018-03-09,,,,,,,
497,teus,496,5,HopArt,It is good,2018-03-10,,,,,,,
498,pepe,497,5,Boy King,It is good,2018-03-11,,,,,,,
499,lluis,498,3,Gran Sport,"Hey, this is great stuff!",2018-03-12,,,,,,,
500,pepe,499,3,Horny Toad Cerveza,Awesome,2018-03-13,,,,,,,
501,pepe,500,3,Native Amber,Enjoyable,2018-03-14,,,,,,,
502,lluis,501,4,F5 IPA,Enjoyable,2018-03-15,,,,,,,
503,carlos,502,4,Native Amber (2013),"Hey, this is great stuff!",2018-03-16,,,,,,,
504,carlos,503,5,Horny Toad Cerveza (2013),A special one,2018-03-17,,,,,,,
505,carlos,504,1,Hopportunity Knocks IPA,"Hey, this is great stuff!",2018-03-18,,,,,,,
506,teus,505,2,Pilot Rock Porter,Awesome,2018-03-19,,,,,,,
507,yasset,506,4,Caldera Pale Ale,"Hey, this is great stuff!",2018-03-20,,,,,,,
508,teus,507,1,Lawnmower Lager,It is good,2018-03-21,,,,,,,
509,pepe,508,2,Ashland Amber Ale (2009),Enjoyable,2018-03-22,,,,,,,
510,mari,509,2,Caldera IPA (2009),"Hey, this is great stuff!",2018-03-23,,,,,,,
511,teus,510,2,Caldera IPA (2007),Awesome,2018-03-24,,,,,,,
512,carlos,511,4,Caldera Pale Ale (2010),Enjoyable,2018-03-25,,,,,,,
513,lluis,512,2,Caldera Pale Ale (2009),"Hey, this is great stuff!",2018-03-26,,,,,,,
514,carlos,513,1,Caldera Pale Ale (2005),It is good,2018-03-27,,,,,,,
515,pepe,514,1,Caldera Pale Ale (2007),"Hey, this is great stuff!",2018-03-28,,,,,,,
516,mari,515,5,Caldera Pale Ale (2011),"Hey, this is great stuff!",2018-03-29,,,,,,,
517,yasset,516,3,Ashland Amber Ale,It is good,2018-03-30,,,,,,,
518,mari,517,4,Caldera IPA,"Hey, this is great stuff!",2018-03-31,,,,,,,
519,lluis,518,5,Remain in Light,It is good,2018-04-01,,,,,,,
520,john,519,2,Flower Child (2014),Enjoyable,2018-04-02,,,,,,,
521,pepe,520,1,THP White (2006),A special one,2018-04-03,,,,,,,
522,mari,521,5,THP Amber (2006),"Hey, this is great stuff!",2018-04-04,,,,,,,
523,yasset,522,4,THP Light (2006),Awesome,2018-04-05,,,,,,,
524,jadianes,523,3,THP Dark (2006),Awesome,2018-04-06,,,,,,,
525,mari,524,4,Imperial Pumpkin Stout,A special one,2018-04-07,,,,,,,
526,lluis,525,1,Dead-Eye DIPA,A special one,2018-04-08,,,,,,,
527,jadianes,526,2,Fisherman's IPA,It is good,2018-04-09,,,,,,,
528,jadianes,527,2,Fisherman's Pils,A special one,2018-04-10,,,,,,,
529,jadianes,528,3,Fisherman's Brew,A special one,2018-04-11,,,,,,,
530,pepe,529,4,Cape Cod Red,Enjoyable,2018-04-12,,,,,,,
531,mari,530,2,Beach Blonde,Enjoyable,2018-04-13,,,,,,,
532,yasset,531,1,Dark Voyage Black IPA (2013),"Hey, this is great stuff!",2018-04-14,,,,,,,
533,pepe,532,2,Wisconsin Amber,It is good,2018-04-15,,,,,,,
534,yasset,533,4,Lake House,It is good,2018-04-16,,,,,,,
535,carlos,534,4,Ghost Ship White IPA,A special one,2018-04-17,,,,,,,
536,carlos,535,3,Lake House,Enjoyable,2018-04-18,,,,,,,
537,carlos,536,2,Mutiny IPA,It is good,2018-04-19,,,,,,,
538,pepe,537,2,Wisconsin Amber (1998),It is good,2018-04-20,,,,,,,
539,lluis,538,2,Island Wheat,A special one,2018-04-21,,,,,,,
540,teus,539,3,Wisconsin Amber (2013),Awesome,2018-04-22,,,,,,,
541,teus,540,1,U.S. Pale Ale,It is good,2018-04-23,,,,,,,
542,carlos,541,1,Supper Club Lager,A special one,2018-04-24,,,,,,,
543,carlos,542,1,Carolina Lighthouse (2007),A special one,2018-04-25,,,,,,,
544,jadianes,543,4,Carolina Blonde (2006),Enjoyable,2018-04-26,,,,,,,
545,carlos,544,1,Carolina Blonde Light (2005),"Hey, this is great stuff!",2018-04-27,,,,,,,
546,carlos,545,1,Santa's Secret,Enjoyable,2018-04-28,,,,,,,
547,teus,546,1,Flagship IPA,A special one,2018-04-29,,,,,,,
548,carlos,547,5,Sky Blue Golden Ale,"Hey, this is great stuff!",2018-04-30,,,,,,,
549,mari,548,3,Epitome,It is good,2018-05-01,,,,,,,
550,pepe,549,3,Monkey Chased the Weasel,It is good,2018-05-02,,,,,,,
551,yasset,550,4,077XX,It is good,2018-05-03,,,,,,,
552,lluis,551,4,Boat Beer,Awesome,2018-05-04,,,,,,,
553,yasset,552,3,Granny Smith Hard Apple Cider,It is good,2018-05-05,,,,,,,
554,carlos,553,4,Dry Hard Apple Cider,"Hey, this is great stuff!",2018-05-06,,,,,,,
555,lluis,554,4,Farmer Ted's Cream Ale,A special one,2018-05-07,,,,,,,
556,teus,555,3,Firewater India Pale Ale,"Hey, this is great stuff!",2018-05-08,,,,,,,
557,yasset,556,1,White Zombie Ale,It is good,2018-05-09,,,,,,,
558,jadianes,557,1,King Winterbolt Winter Ale,A special one,2018-05-10,,,,,,,
559,carlos,558,4,White Zombie Ale,Enjoyable,2018-05-11,,,,,,,
560,john,559,1,Firewater India Pale Ale,Awesome,2018-05-12,,,,,,,
561,pepe,560,4,Farmer Ted's Farmhouse Cream Ale,"Hey, this is great stuff!",2018-05-13,,,,,,,
562,yasset,561,4,Whitecap Wit,"Hey, this is great stuff!",2018-05-14,,,,,,,
563,teus,562,1,Seiche Scottish Ale,"Hey, this is great stuff!",2018-05-15,,,,,,,
564,teus,563,1,Peanut Butter Jelly Time,"Hey, this is great stuff!",2018-05-16,,,,,,,
565,teus,564,2,King Coconut,Awesome,2018-05-17,,,,,,,
566,carlos,565,2,Gone A-Rye,"Hey, this is great stuff!",2018-05-18,,,,,,,
567,pepe,566,4,Special Release,It is good,2018-05-19,,,,,,,
568,teus,567,1,Dankosaurus,It is good,2018-05-20,,,,,,,
569,lluis,568,5,Scruffy's Smoked Alt,Enjoyable,2018-05-21,,,,,,,
570,pepe,569,4,Elliott's Phoned Home Pale Ale,"Hey, this is great stuff!",2018-05-22,,,,,,,
571,teus,570,3,The Lawn Ranger,Enjoyable,2018-05-23,,,,,,,
572,jadianes,571,1,All American Blonde Ale,Enjoyable,2018-05-24,,,,,,,
573,pepe,572,2,All American Red Ale,It is good,2018-05-25,,,,,,,
574,yasset,573,1,Main St. Virginia Ale,Enjoyable,2018-05-26,,,,,,,
575,lluis,574,3,Chin Music Amber Lager,A special one,2018-05-27,,,,,,,
576,jadianes,575,1,Main St. Virginia Ale,Enjoyable,2018-05-28,,,,,,,
577,teus,576,2,Ray Ray’s Pale Ale,"Hey, this is great stuff!",2018-05-29,,,,,,,
578,pepe,577,2,Chai Ale,Enjoyable,2018-05-30,,,,,,,
579,jadianes,578,1,Lucky Day IPA,Awesome,2018-05-31,,,,,,,
580,teus,579,4,Terrace Hill Double IPA,A special one,2018-06-01,,,,,,,
581,pepe,580,2,Catch 23,Enjoyable,2018-06-02,,,,,,,
582,carlos,581,1,Stickin' In My Rye,"Hey, this is great stuff!",2018-06-03,,,,,,,
583,jadianes,582,1,Black Me Stout,"Hey, this is great stuff!",2018-06-04,,,,,,,
584,pepe,583,2,Killer Kolsch,"Hey, this is great stuff!",2018-06-05,,,,,,,
585,yasset,584,2,Missile IPA,Enjoyable,2018-06-06,,,,,,,
586,john,585,1,Enlighten,"Hey, this is great stuff!",2018-06-07,,,,,,,
587,carlos,586,2,Ale Cider,A special one,2018-06-08,,,,,,,
588,pepe,587,5,Pail Ale,Enjoyable,2018-06-09,,,,,,,
589,jadianes,588,3,Englishman,Awesome,2018-06-10,,,,,,,
590,pepe,589,2,8 Barrel,Awesome,2018-06-11,,,,,,,
591,lluis,590,1,Oktoberfest,It is good,2018-06-12,,,,,,,
592,yasset,591,5,IPA #11,It is good,2018-06-13,,,,,,,
593,carlos,592,5,Blood Orange Honey,A special one,2018-06-14,,,,,,,
594,yasset,593,1,Lighthouse Amber,"Hey, this is great stuff!",2018-06-15,,,,,,,
595,pepe,594,5,Bay of Bengal Double IPA (2014),Awesome,2018-06-16,,,,,,,
596,carlos,595,1,Churchkey Pilsner Style Beer,A special one,2018-06-17,,,,,,,
597,yasset,596,5,First Press,It is good,2018-06-18,,,,,,,
598,lluis,597,3,Magic Apple,Enjoyable,2018-06-19,,,,,,,
599,john,598,5,Cubano Espresso,It is good,2018-06-20,,,,,,,
600,lluis,599,3,Operation Homefront,Awesome,2018-06-21,,,,,,,
601,mari,600,2,Wandering Pelican,"Hey, this is great stuff!",2018-06-22,,,,,,,
602,mari,601,1,Sugar Plum,A special one,2018-06-23,,,,,,,
603,teus,602,3,Oktoberfest,Enjoyable,2018-06-24,,,,,,,
604,john,603,1,Puppy's Breath Porter,It is good,2018-06-25,,,,,,,
605,yasset,604,5,Happening Now,It is good,2018-06-26,,,,,,,
606,mari,605,5,Hopped on the High Seas (Hop #529),Enjoyable,2018-06-27,,,,,,,
607,pepe,606,5,Hopped on the High Seas (Calypso),It is good,2018-06-28,,,,,,,
608,carlos,607,1,Wiregrass Post-Prohibition Ale,A special one,2018-06-29,,,,,,,
609,yasset,608,2,Dry-Hopped On The High Seas Caribbean-Style IPA,A special one,2018-06-30,,,,,,,
610,lluis,609,2,Hopped on the High Seas (Citra),A special one,2018-07-01,,,,,,,
611,carlos,610,2,Hopped on the High Seas (Ahtanum),A special one,2018-07-02,,,,,,,
612,teus,611,4,Gwar Beer,A special one,2018-07-03,,,,,,,
613,yasset,612,3,Tropical Heatwave,Awesome,2018-07-04,,,,,,,
614,mari,613,4,Humidor Series India Pale Ale,Awesome,2018-07-05,,,,,,,
615,lluis,614,3,Jai Alai IPA Aged on White Oak,"Hey, this is great stuff!",2018-07-06,,,,,,,
616,pepe,615,5,José Martí American Porter,It is good,2018-07-07,,,,,,,
617,pepe,616,1,Invasion Pale Ale,Awesome,2018-07-08,,,,,,,
618,teus,617,5,Maduro Brown Ale,A special one,2018-07-09,,,,,,,
619,carlos,618,4,Maduro Brown Ale,Awesome,2018-07-10,,,,,,,
620,jadianes,619,1,Hotter Than Helles Lager,"Hey, this is great stuff!",2018-07-11,,,,,,,
621,teus,620,2,Tocobaga Red Ale,Enjoyable,2018-07-12,,,,,,,
622,mari,621,5,Jai Alai IPA,Enjoyable,2018-07-13,,,,,,,
623,mari,622,2,Florida Cracker Belgian Wit,It is good,2018-07-14,,,,,,,
624,mari,623,2,Shark Tracker Light lager,Enjoyable,2018-07-15,,,,,,,
625,teus,624,1,Pumple Drumkin,It is good,2018-07-16,,,,,,,
626,john,625,2,Grey Lady,It is good,2018-07-17,,,,,,,
627,pepe,626,1,Summer of Lager,Awesome,2018-07-18,,,,,,,
628,lluis,627,4,Indie Pale Ale,"Hey, this is great stuff!",2018-07-19,,,,,,,
629,mari,628,4,Sankaty Light Lager,It is good,2018-07-20,,,,,,,
630,yasset,629,3,Whale's Tale Pale Ale,It is good,2018-07-21,,,,,,,
631,teus,630,5,Jacaranada Rye IPA,It is good,2018-07-22,,,,,,,
632,mari,631,2,Cascadian Dark Ale,Awesome,2018-07-23,,,,,,,
633,teus,632,5,Wheat the People,"Hey, this is great stuff!",2018-07-24,,,,,,,
634,teus,633,2,Tybee Island Blonde,Awesome,2018-07-25,,,,,,,
635,jadianes,634,3,Savannah Brown Ale,Enjoyable,2018-07-26,,,,,,,
636,teus,635,3,Rhode Island Blueberry,"Hey, this is great stuff!",2018-07-27,,,,,,,
637,mari,636,2,Newport Storm IPA,A special one,2018-07-28,,,,,,,
638,john,637,4,Hurricane Amber Ale (2004),"Hey, this is great stuff!",2018-07-29,,,,,,,
639,teus,638,5,Hurricane Amber Ale,Awesome,2018-07-30,,,,,,,
640,yasset,639,4,Big Blue Van,It is good,2018-07-31,,,,,,,
641,mari,640,5,Des Moines IPA,Awesome,2018-08-01,,,,,,,
642,teus,641,1,Capital Gold Golden Lager,Awesome,2018-08-02,,,,,,,
643,jadianes,642,2,Farmer John's Multi-Grain Ale,Enjoyable,2018-08-03,,,,,,,
644,carlos,643,1,Behemoth,Enjoyable,2018-08-04,,,,,,,
645,mari,644,1,Arkansas Red,Enjoyable,2018-08-05,,,,,,,
646,john,645,1,Core Oatmeal Stout,"Hey, this is great stuff!",2018-08-06,,,,,,,
647,carlos,646,5,Core ESB,"Hey, this is great stuff!",2018-08-07,,,,,,,
648,jadianes,647,1,Chester's Beer (2005),Enjoyable,2018-08-08,,,,,,,
649,john,648,3,Heiner Brau Kölsch,Awesome,2018-08-09,,,,,,,
650,lluis,649,4,Trigger Blonde Ale,It is good,2018-08-10,,,,,,,
651,pepe,650,1,Crabtree Oatmeal Stout,Awesome,2018-08-11,,,,,,,
652,teus,651,1,Eclipse Black IPA,Awesome,2018-08-12,,,,,,,
653,yasset,652,4,Neomexicanus Native,"Hey, this is great stuff!",2018-08-13,,,,,,,
654,carlos,653,3,Old Soul,"Hey, this is great stuff!",2018-08-14,,,,,,,
655,carlos,654,5,Snowcat Coffee Stout,A special one,2018-08-15,,,,,,,
656,john,655,4,WinterWonderGrass Festival Ale,"Hey, this is great stuff!",2018-08-16,,,,,,,
657,teus,656,1,Boohai Red Ale,It is good,2018-08-17,,,,,,,
658,teus,657,5,Lava Lake Wit,It is good,2018-08-18,,,,,,,
659,pepe,658,5,Mountain Livin' Pale Ale,A special one,2018-08-19,,,,,,,
660,lluis,659,5,Crazy Mountain Amber Ale,Awesome,2018-08-20,,,,,,,
661,mari,660,4,Tropicalia,Awesome,2018-08-21,,,,,,,
662,mari,661,1,Athena,"Hey, this is great stuff!",2018-08-22,,,,,,,
663,lluis,662,3,Aviator Raspberry Blonde,"Hey, this is great stuff!",2018-08-23,,,,,,,
664,pepe,663,1,3 Picket Porter,"Hey, this is great stuff!",2018-08-24,,,,,,,
665,yasset,664,1,Rusty Nail Pale Ale,Awesome,2018-08-25,,,,,,,
666,mari,665,5,Red Water Irish Style Red,"Hey, this is great stuff!",2018-08-26,,,,,,,
667,pepe,666,5,Mjöllnir,It is good,2018-08-27,,,,,,,
668,jadianes,667,1,Bear Butte Nut Brown Ale,"Hey, this is great stuff!",2018-08-28,,,,,,,
669,yasset,668,5,Easy Livin' Summer Ale,Enjoyable,2018-08-29,,,,,,,
670,john,669,4,Canyon Cream Ale,It is good,2018-08-30,,,,,,,
671,lluis,670,3,Pile O'Dirt Porter,Enjoyable,2018-08-31,,,,,,,
672,yasset,671,4,11th Hour IPA,Enjoyable,2018-09-01,,,,,,,
673,yasset,672,5,South Ridge Amber Ale,"Hey, this is great stuff!",2018-09-02,,,,,,,
674,john,673,4,Summertime Ale,"Hey, this is great stuff!",2018-09-03,,,,,,,
675,mari,674,2,Lost River Blonde Ale,Awesome,2018-09-04,,,,,,,
676,john,675,2,Monon Wheat,Awesome,2018-09-05,,,,,,,
677,mari,676,3,Floyd's Folly,"Hey, this is great stuff!",2018-09-06,,,,,,,
678,teus,677,2,Half Court IPA,Enjoyable,2018-09-07,,,,,,,
679,carlos,678,4,Geary's Pale Ale,"Hey, this is great stuff!",2018-09-08,,,,,,,
680,lluis,679,2,Geary's Summer Ale,It is good,2018-09-09,,,,,,,
681,jadianes,680,2,Stone of Arbroath,Awesome,2018-09-10,,,,,,,
