beer_id,abv,ibu,name,style,ounces
487,0.056,36,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12
488,0.049,,Heinnieweisse Weissebier,Hefeweizen,12
489,0.068,,Snapperhead IPA,American IPA,12
490,0.049,,Moo Thunder Stout,Milk / Sweet Stout,12
491,0.043,,Porkslap Pale Ale,American Pale Ale (APA),12
492,0.093,,Blackbeard,American Double / Imperial Stout,12
493,0.062,,Rye Knot,American Brown Ale,12
494,0.06,,Dead Arm,American Pale Ale (APA),12
495,0.048,,32°/50° Kölsch ,Kölsch,16
496,0.077,,HopArt,American IPA,16
497,0.097,,Boy King,American Double / Imperial IPA,16
498,0.052,,Gran Sport,American Porter,16
499,0.053,25,Horny Toad Cerveza,American Blonde Ale,16
500,0.063,35,Native Amber,American Amber / Red Ale,16
501,0.068,100,F5 IPA,American IPA,16
502,0.063,35,Native Amber (2013),American Amber / Red Ale,16
503,0.053,25,Horny Toad Cerveza (2013),American Blonde Ale,16
504,0.068,100,Hopportunity Knocks IPA,American IPA,12
505,0.06,,Pilot Rock Porter,American Porter,12
506,0.056,55,Caldera Pale Ale,American Pale Ale (APA),12
507,0.039,16,Lawnmower Lager,American Adjunct Lager,12
508,0.054,24,Ashland Amber Ale (2009),American Amber / Red Ale,12
509,0.061,94,Caldera IPA (2009),American IPA,12
510,0.061,94,Caldera IPA (2007),American IPA,12
511,0.056,55,Caldera Pale Ale (2010),American Pale Ale (APA),12
512,0.056,55,Caldera Pale Ale (2009),American Pale Ale (APA),12
513,0.056,55,Caldera Pale Ale (2005),American Pale Ale (APA),12
514,0.056,55,Caldera Pale Ale (2007),American Pale Ale (APA),12
515,0.056,55,Caldera Pale Ale (2011),American Pale Ale (APA),12
516,0.054,24,Ashland Amber Ale,American Amber / Red Ale,12
517,0.061,94,Caldera IPA,American IPA,12
518,0.05,,Remain in Light,American Pilsner,12
519,0.065,,Flower Child (2014),American IPA,12
520,,,THP White (2006),Witbier,12
521,,,THP Amber (2006),American Amber / Red Ale,12
522,,,THP Light (2006),American Blonde Ale,12
523,,,THP Dark (2006),English Dark Mild Ale,12
524,0.099,43,Imperial Pumpkin Stout,Pumpkin Ale,16
525,0.09,130,Dead-Eye DIPA,American Double / Imperial IPA,16
526,0.055,64,Fisherman's IPA,American IPA,12
527,0.054,35,Fisherman's Pils,German Pilsener,12
528,0.055,30,Fisherman's Brew,American Amber / Red Ale,12
529,0.055,35,Cape Cod Red,American Amber / Red Ale,16
530,0.049,10,Beach Blonde,American Blonde Ale,16
531,0.065,80,Dark Voyage Black IPA (2013),American Black Ale,12
532,0.052,28,Wisconsin Amber,Vienna Lager,12
533,0.046,18,Lake House,Munich Helles Lager,12
534,0.056,55,Ghost Ship White IPA,American IPA,12
535,0.046,18,Lake House,Munich Helles Lager,16
536,0.062,70,Mutiny IPA,American IPA,12
537,0.052,,Wisconsin Amber (1998),Vienna Lager,12
538,0.042,,Island Wheat,American Pale Wheat Ale,12
539,0.052,,Wisconsin Amber (2013),Vienna Lager,12
540,0.05,,U.S. Pale Ale,American Pale Ale (APA),12
541,,,Supper Club Lager,American Pale Lager,12
542,0.04,,Carolina Lighthouse (2007),American Blonde Ale,12
543,0.05,,Carolina Blonde (2006),American Blonde Ale,12
544,0.035,,Carolina Blonde Light (2005),American Blonde Ale,12
545,0.059,22,Santa's Secret,Winter Warmer,16
546,0.057,,Flagship IPA,English India Pale Ale (IPA),12
547,0.051,,Sky Blue Golden Ale,Kölsch,12
548,0.099,100,Epitome,American Black Ale,16
549,0.039,9,Monkey Chased the Weasel,Berliner Weissbier,16
550,0.078,80,077XX,American Double / Imperial IPA,16
551,0.042,35,Boat Beer,American IPA,12
552,0.069,,Granny Smith Hard Apple Cider,Cider,16
553,0.069,,Dry Hard Apple Cider,Cider,16
554,0.056,,Farmer Ted's Cream Ale,Cream Ale,12
555,0.052,,Firewater India Pale Ale,American IPA,12
556,0.047,,White Zombie Ale,Witbier,12
557,0.07,,King Winterbolt Winter Ale,Winter Warmer,12
558,0.047,,White Zombie Ale,Witbier,12
559,0.052,,Firewater India Pale Ale,American IPA,12
560,0.056,,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12
561,0.048,16,Whitecap Wit,Witbier,16
562,0.078,16,Seiche Scottish Ale,Scottish Ale,16
563,0.058,,Peanut Butter Jelly Time,American Brown Ale,12
564,0.054,,King Coconut,American Porter,12
565,0.085,90,Gone A-Rye,American Double / Imperial IPA,16
566,,,Special Release,,16
567,0.068,70,Dankosaurus,American IPA,16
568,0.051,35,Scruffy's Smoked Alt,Smoked Beer,16
569,0.051,36,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16
570,0.05,18,The Lawn Ranger,Cream Ale,16
571,0.05,,All American Blonde Ale,American Blonde Ale,12
572,0.05,,All American Red Ale,American Amber / Red Ale,12
573,0.05,40,Main St. Virginia Ale,Altbier,12
574,0.045,24,Chin Music Amber Lager,American Amber / Red Lager,12
575,0.05,40,Main St. Virginia Ale,Altbier,12
576,0.052,42,Ray Ray’s Pale Ale,American Pale Ale (APA),12
577,0.051,15,Chai Ale,Herbed / Spiced Beer,16
578,0.072,85,Lucky Day IPA,American IPA,16
579,0.095,99,Terrace Hill Double IPA,American Double / Imperial IPA,16
580,0.075,77,Catch 23,American Black Ale,16
581,0.07,,Stickin' In My Rye,Rye Beer,24
582,0.06,45,Black Me Stout,American Stout,12
583,0.05,22,Killer Kolsch,Kölsch,12
584,0.07,65,Missile IPA,American IPA,12
585,0.045,,Enlighten,Kölsch,16
586,0.065,8,Ale Cider,Fruit / Vegetable Beer,16
587,0.055,30,Pail Ale,American Pale Ale (APA),16
588,0.045,,Englishman,English Brown Ale,16
589,0.08,69,8 Barrel,American Strong Ale,16
590,0.055,40,Oktoberfest,Märzen / Oktoberfest,16
591,0.057,58,IPA #11,American IPA,16
592,0.057,10,Blood Orange Honey,Fruit / Vegetable Beer,16
593,0.052,,Lighthouse Amber,Altbier,16
594,0.089,126,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12
595,0.049,29,Churchkey Pilsner Style Beer,American Pilsner,12
596,0.05,,First Press,Cider,12
597,0.05,,Magic Apple,Cider,12
598,0.055,25,Cubano Espresso,Bock,12
599,0.062,65,Operation Homefront,American IPA,12
600,0.082,65,Wandering Pelican,American Black Ale,12
601,0.055,,Sugar Plum,American Brown Ale,12
602,0.055,,Oktoberfest,Märzen / Oktoberfest,12
603,0.06,,Puppy's Breath Porter,American Porter,12
604,0.045,,Happening Now,American IPA,12
605,0.07,60,Hopped on the High Seas (Hop #529),American IPA,12
606,0.07,60,Hopped on the High Seas (Calypso),American IPA,12
607,0.063,,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12
608,0.07,60,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12
609,0.07,60,Hopped on the High Seas (Citra),American IPA,12
610,0.07,60,Hopped on the High Seas (Ahtanum),American IPA,12
611,0.055,,Gwar Beer,American Pale Ale (APA),12
612,0.052,,Tropical Heatwave,American Pale Wheat Ale,16
613,0.075,70,Humidor Series India Pale Ale,American IPA,12
614,0.075,70,Jai Alai IPA Aged on White Oak,American IPA,12
615,0.08,65,José Martí American Porter,American Porter,12
616,0.05,,Invasion Pale Ale,American Pale Ale (APA),12
617,0.055,25,Maduro Brown Ale,English Brown Ale,12
618,0.055,25,Maduro Brown Ale,American Brown Ale,12
619,0.05,,Hotter Than Helles Lager,Munich Helles Lager,12
620,0.072,75,Tocobaga Red Ale,American Amber / Red Ale,12
621,0.075,70,Jai Alai IPA,American IPA,12
622,0.05,18,Florida Cracker Belgian Wit,Witbier,12
623,0.048,,Shark Tracker Light lager,Light Lager,12
624,0.06,,Pumple Drumkin,Pumpkin Ale,12
625,0.045,,Grey Lady,Witbier,12
626,0.062,,Summer of Lager,Munich Helles Lager,12
627,0.065,,Indie Pale Ale,American IPA,12
628,0.038,,Sankaty Light Lager,Light Lager,12
629,0.056,,Whale's Tale Pale Ale,English Pale Ale,12
630,0.067,60,Jacaranada Rye IPA,American IPA,16
631,0.06,75,Cascadian Dark Ale,American Black Ale,12
632,0.044,13,Wheat the People,American Pale Wheat Ale,16
633,0.047,17,Tybee Island Blonde,American Blonde Ale,12
634,0.062,55,Savannah Brown Ale,American Brown Ale,12
635,0.046,11,Rhode Island Blueberry,Kölsch,12
636,0.065,75,Newport Storm IPA,American IPA,12
637,0.052,24,Hurricane Amber Ale (2004),American Amber / Red Ale,12
638,0.052,24,Hurricane Amber Ale,American Amber / Red Ale,12
639,0.058,,Big Blue Van,Fruit / Vegetable Beer,16
640,0.068,75,Des Moines IPA,American IPA,16
641,0.048,22,Capital Gold Golden Lager,German Pilsener,16
642,0.056,21,Farmer John's Multi-Grain Ale,American Blonde Ale,16
643,0.05,,Behemoth,American Pilsner,12
644,0.052,,Arkansas Red,American Amber / Red Ale,12
645,0.057,,Core Oatmeal Stout,Oatmeal Stout,12
646,0.061,,Core ESB,Extra Special / Strong Bitter (ESB),12
647,0.038,,Chester's Beer (2005),American Pale Lager,12
648,0.05,,Heiner Brau Kölsch,Kölsch,12
649,0.048,,Trigger Blonde Ale,American Blonde Ale,16
650,0.075,29,Crabtree Oatmeal Stout,Oatmeal Stout,16
651,0.077,71,Eclipse Black IPA,American Black Ale,16
652,0.06,46,Neomexicanus Native,American Pale Ale (APA),12
653,0.075,25,Old Soul,Belgian Strong Pale Ale,12
654,0.059,,Snowcat Coffee Stout,American Stout,12
655,,,WinterWonderGrass Festival Ale,American Amber / Red Ale,12
656,,,Boohai Red Ale,American Amber / Red Ale,12
657,0.052,15,Lava Lake Wit,Witbier,12
658,0.06,,Mountain Livin' Pale Ale,American Pale Ale (APA),12
659,0.052,25,Crazy Mountain Amber Ale,American Amber / Red Ale,12
660,0.065,65,Tropicalia,American IPA,12
661,0.045,,Athena,Berliner Weissbier,12
662,0.049,25,Aviator Raspberry Blonde,American Blonde Ale,12
663,0.055,,3 Picket Porter,American Porter,12
664,0.056,,Rusty Nail Pale Ale,American Pale Ale (APA),12
665,0.065,,Red Water Irish Style Red,American Amber / Red Ale,12
666,0.066,,Mjöllnir,Herbed / Spiced Beer,12
667,0.055,,Bear Butte Nut Brown Ale,American Brown Ale,12
668,0.045,,Easy Livin' Summer Ale,American Blonde Ale,12
669,0.055,,Canyon Cream Ale,Cream Ale,12
670,0.069,,Pile O'Dirt Porter,American Porter,12
671,0.06,,11th Hour IPA,American IPA,12
672,0.06,31,South Ridge Amber Ale,American Amber / Red Ale,16
673,0.052,23,Summertime Ale,Kölsch,16
674,0.049,,Lost River Blonde Ale,American Blonde Ale,16
675,0.054,,Monon Wheat,Witbier,16
676,0.08,,Floyd's Folly,Scottish Ale,16
677,0.063,,Half Court IPA,American IPA,16
678,0.045,,Geary's Pale Ale,English Pale Ale,12
679,0.06,,Geary's Summer Ale,Kölsch,12
680,0.08,,Stone of Arbroath,Scotch Ale / Wee Heavy,12
681,0.05,15,The Tradition,American Blonde Ale,12
682,0.053,11,El Hefe Speaks,Hefeweizen,12
683,0.055,,Penn Quarter Porter,American Porter,12
684,0.092,115,On the Wings of Armageddon,American Double / Imperial IPA,12
685,0.065,80,The Corruption,American IPA,12
686,0.07,,The Citizen,Belgian Pale Ale,12
687,0.06,,The Public,American Pale Ale (APA),12
688,0.065,,Dank IPA,American IPA,16
689,0.065,,Dank IPA (2012),American IPA,16
690,0.072,,Lift Off IPA,American IPA,16
691,0.055,,BrewFarm Select Golden Lager,American Pale Lager,12
692,0.05,,Sprocket Blonde Ale (2006),American Blonde Ale,12
693,0.05,,Sprocket Pale Ale (2006),American Pale Ale (APA),12
694,0.063,37,Dead Armadillo Amber Ale,American Amber / Red Ale,12
695,0.06,,Neato Bandito,Euro Pale Lager,12
696,0.075,33,Oak Cliff Coffee Ale,American Brown Ale,12
697,0.085,100,Dream Crusher Double IPA,American Double / Imperial IPA,12
698,0.06,,Deep Ellum Pale Ale,American Pale Ale (APA),12
699,0.07,,Double Brown Stout,Baltic Porter,12
700,0.048,25,Farmhouse Wit,Saison / Farmhouse Ale,16
701,0.046,,Rye Pils Session Lager,German Pilsener,12
702,0.052,23,Dallas Blonde,American Blonde Ale,12
703,0.07,70,Deep Ellum IPA,American IPA,12
704,0.045,44,Thrasher Session India Pale Ale,American IPA,12
705,0.05,16,Gutch English Style Mild Ale,English Pale Mild Ale,12
706,0.059,55,Chuli Stout,Irish Dry Stout,12
707,0.056,46,Mother Ale,American Blonde Ale,12
708,0.065,71,Twister Creek India Pale Ale,American IPA,12
709,0.058,46,Single Engine Red,Irish Red Ale,12
710,0.07,,Incredible Pedal IPA,American IPA,12
711,0.05,,Graham Cracker Porter,American Porter,12
712,0.05,40,Mirror Pond Pale Ale,American Pale Ale (APA),12
713,0.052,16,Weissenheimer,Hefeweizen,12
714,0.049,22,Abbey's Single (2015- ),Abbey Single Ale,12
715,0.063,76,Vertex IPA,American IPA,12
716,0.05,12,Here Gose Nothin',Gose,12
717,0.05,,Strawberry Blonde,Fruit / Vegetable Beer,12
718,0.096,85,Hoperation Overload,American Double / Imperial IPA,12
719,0.049,22,Abbey's Single Ale (Current),Abbey Single Ale,12
720,0.044,45,Bravo Four Point,American Pale Ale (APA),12
721,0.052,26,Striped Bass Pale Ale,American Pale Ale (APA),12
722,0.054,27,Deadicated Amber,American Amber / Red Ale,16
723,,,Kaleidoscope Collaboration 2012,American Black Ale,16
724,0.071,85,California Sunshine Rye IPA,American IPA,16
725,0.074,12,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16
726,0.045,,12 Man Pale Ale,American Pale Ale (APA),12
727,0.065,72,Filthy Hoppin' IPA,American IPA,16
728,,,Dock Street Amber Beer (1992),American Amber / Red Ale,12
729,,,Dolores River Hefeweizen,Hefeweizen,16
730,,,Dolores River ESB,Extra Special / Strong Bitter (ESB),16
731,,,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16
732,,,Dolores River Pale Ale,American Pale Ale (APA),16
733,,,Dolores River Dry Stout,Irish Dry Stout,16
734,,,Dolores River Mild,English Dark Mild Ale,16
735,0.049,,Cranberry Blend,Cider,12
736,0.051,,Orignal Blend,Cider,12
737,0.066,100,Hop Abomination,American IPA,12
738,0.051,17,Apricot Blonde,Fruit / Vegetable Beer,12
739,0.043,12,Dry Dock Hefeweizen,Hefeweizen,12
740,0.058,49,Dry Dock Amber Ale,American Amber / Red Ale,12
741,0.061,64,Category 3 IPA,American IPA,12
742,0.045,18,Dundee Summer Wheat Beer,American Pale Wheat Ale,12
743,0.05,,Pumpkin Patch Ale,Pumpkin Ale,16
744,0.078,74,Crank Yanker IPA,American IPA,16
745,0.06,,River Runners Pale Ale,American Pale Ale (APA),16
746,0.05,,Pumpkin Patch Ale (2012),Pumpkin Ale,16
747,0.055,,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16
748,0.045,,Boater Beer,German Pilsener,16
749,0.078,74,Crank Yanker IPA (2011),American IPA,16
750,0.057,,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16
751,0.049,25,Dottie Seattle Lager,American Amber / Red Lager,16
752,0.07,,Nut Sack Imperial Brown Ale,American Brown Ale,12
753,0.05,,Underachiever,American Adjunct Lager,16
754,0.052,,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12
755,0.052,,Element 29,American Pale Ale (APA),12
756,0.05,,Hop Syndrome,American Pale Lager,12
757,0.062,,Escape to Colorado,American IPA,12
758,0.043,60,Little Sister India Style Session Ale,American IPA,12
759,0.062,80,Country Boy IPA,American IPA,12
760,0.049,23,Blonde Czich,American Blonde Ale,16
761,0.07,61,White Reaper,Belgian IPA,16
762,0.051,,Bobblehead,American Pale Wheat Ale,16
763,0.052,,Lucky Dog,American Pale Ale (APA),16
764,0.048,,Voodoo,American Porter,16
765,0.054,48,General George Patton Pilsner,Czech Pilsener,16
766,0.04,,Nomader Weiss,Berliner Weissbier,12
767,0.085,,Molotov Lite,American Double / Imperial IPA,16
768,0.055,,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12
769,0.027,,Bikini Beer,American IPA,12
770,0.055,,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12
771,0.05,32,Iron Horse Pale Ale,American Pale Ale (APA),12
772,0.045,19,Stone's Throw IPA,Scottish Ale,12
773,0.067,70,Wood Chipper India Pale Ale,American IPA,12
774,0.063,55,Trail Head,American Pale Ale (APA),12
775,0.07,80,Hop Stalker Fresh Hop IPA,American IPA,16
776,0.07,58,Sudice American Stout,American Stout,16
777,0.05,20,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16
778,0.05,20,Norns Roggenbier,Roggenbier,16
779,0.05,20,Laimas Kölsch Style Ale,Kölsch,16
780,0.07,70,Moirai India Pale Ale,American IPA,16
781,0.075,53,Loki Red Ale,American Amber / Red Ale,16
782,0.046,,Peaches & Cream,Fruit / Vegetable Beer,16
783,0.051,,Quaff India Style Session Ale,American IPA,16
784,0.075,53,Loki Red Ale (2013),American Amber / Red Ale,16
785,0.069,,Mjolnir Imperial IPA,American Double / Imperial IPA,16
786,0.05,,Fearless Scottish Ale,Scottish Ale,16
787,0.081,,Mastermind,American Double / Imperial IPA,12
788,0.082,,Hyzer Flip,American Double / Imperial IPA,16
789,0.082,80,Second Fiddle,American Double / Imperial IPA,16
790,0.055,30,Hodad Porter,American Porter,16
791,0.045,,Weiss Weiss Baby,Kristalweizen,12
792,0.055,45,Czech Yo Self,Czech Pilsener,12
793,0.048,20,FMB 101,Kölsch,12
794,0.09,,Hardcore Chimera,American Double / Imperial IPA,16
795,0.08,80,Sobek & Set,American Black Ale,16
796,0.086,,Nuclear Winter,Belgian Strong Dark Ale,16
797,0.05,22,Wet Hot American Wheat Ale,American Pale Wheat Ale,16
798,0.053,,Secret Stache Stout,American Stout,16
799,0.08,72,Fascist Pig Ale,American Amber / Red Ale,16
800,0.055,,Cut Throat Pale Ale,American Pale Ale (APA),16
801,0.075,,Threadless IPA,American IPA,16
802,0.055,,Cut Throat Pale Ale (2011),American Pale Ale (APA),16
803,0.047,,Golden Wing Blonde Ale,American Blonde Ale,16
804,0.045,47,Easy Jack,American IPA,12
805,0.075,75,Union Jack,American IPA,12
806,0.053,,Pivo Pils,German Pilsener,12
807,0.047,,805 Blonde Ale,American Blonde Ale,12
808,0.047,20,805,American Blonde Ale,12
809,0.065,,Deflator,Doppelbock,16
810,0.05,27,Hinchtown Hammer Down,American Blonde Ale,16
811,0.06,104,Half Cycle IPA,American IPA,16
812,,,Inclined Plane Ale,American IPA,12
813,0.055,,Moped Traveler,American Pale Ale (APA),16
814,0.071,60,Snake Dog IPA,American IPA,12
815,0.047,28,Underdog Atlantic Lager,American Pale Lager,12
816,0.04,,Flying Mouse 8,American Porter,12
817,0.07,70,Flying Mouse 4,American IPA,12
818,0.078,,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12
819,0.06,,Backyahd IPA,American IPA,12
820,0.065,,Raincloud Robust Porter,American Porter,12
821,0.045,,Barstool American Golden Ale,American Blonde Ale,12
822,0.05,18,What the Butler Saw,Witbier,12
823,0.069,65,1916 Shore Shiver,American IPA,12
824,0.052,,Quick WIT,Belgian Pale Ale,12
825,0.062,,The Optimist,American IPA,12
826,0.045,,Suicide Squeeze IPA,American IPA,16
827,0.065,,Java the Hop,American IPA,16
828,0.062,,Next Adventure Black IPA,American Black Ale,16
829,0.067,,3-Way IPA (2013),American IPA,16
830,0.058,,Tender Loving Empire NWPA,American Pale Ale (APA),16
831,0.052,,Quick Wit Belgianesque Ale,Witbier,16
832,0.055,,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16
833,0.088,,Cavatica Stout,American Double / Imperial Stout,16
834,0.051,,1811 Lager,American Amber / Red Lager,16
835,0.074,97,Vortex IPA,American IPA,16
836,,,Fort Pitt Ale,American Amber / Red Ale,12
837,0.047,19,Park,American Pale Wheat Ale,12
838,0.056,16,Westfalia,American Amber / Red Ale,12
839,0.046,17,KSA,Kölsch,12
840,0.063,42,Villager,American IPA,12
841,0.085,50,Dirty Bastard,Scotch Ale / Wee Heavy,12
842,0.072,65,Centennial IPA,American IPA,12
843,0.047,42,All Day IPA,American IPA,12
844,0.076,73,El Chingon IPA,American IPA,12
845,0.057,40,Block Party Robust Porter,American Porter,12
846,0.052,20,Local Buzz,American Blonde Ale,12
847,0.055,,Feel Like Maplin' Love,Oatmeal Stout,16
848,0.05,,Father's Beer,Belgian Pale Ale,16
849,0.06,,The 26th,American IPA,16
850,0.064,90,The Gadget,American IPA,16
851,0.04,,Leprechaun Lager,American Pale Lager,12
852,0.052,17,Sunbru Kölsch,Kölsch,12
853,0.06,21,Kilt Lifter Scottish-Style Ale,,12
854,0.051,,Pumpkin Porter,American Porter,12
855,0.042,9,Four Peaks Peach Ale,Fruit / Vegetable Beer,12
856,0.067,47,Hop Knot IPA,American IPA,12
857,0.06,21,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12
858,0.052,,Sunbru Kölsch,Kölsch,12
859,0.06,,Four String Vanilla Porter,American Porter,12
860,0.05,28,Suncaster Summer Wheat,American Pale Wheat Ale,12
861,0.057,36,Brass Knuckle Pale Ale,American Pale Ale (APA),12
862,0.07,70,Big Star White IPA,American White IPA,12
863,0.056,,Old Detroit,American Amber / Red Ale,12
864,0.069,69,Batch 69 IPA,American IPA,12
865,0.055,18,Twisted Helles Summer Lager,Munich Helles Lager,12
866,0.053,27,OktoberFiesta,,12
867,0.065,33,Texicali ,American Brown Ale,12
868,0.06,,Pinata Protest,Witbier,12
869,0.042,20,Bat Outta Helles,Munich Helles Lager,12
870,0.068,,Original,American Amber / Red Ale,12
871,0.042,10,Rye Wit,Witbier,12
872,0.059,70,Soul Doubt,American IPA,12
873,0.044,5,Yo Soy Un Berliner,Berliner Weissbier,12
874,0.04,,77 Fremont Select Spring Session IPA,American IPA,12
875,0.045,,Fremont Organic Pale Ale,American Pale Ale (APA),12
876,0.08,,Abominable Ale,English Strong Ale,12
877,0.065,35,Harvest Ale,Saison / Farmhouse Ale,12
878,0.065,45,Fremont Summer Ale,American Pale Ale (APA),12
879,0.056,30,Universale Pale Ale,American Pale Ale (APA),12
880,0.065,80,Interurban IPA,American IPA,12
881,0.053,32,Gateway Kolsch Style Ale,Kölsch,12
882,0.07,24,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12
883,0.052,42,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12
884,0.07,73,Salamander Slam,American IPA,16
885,0.05,,Cack-A-Lacky,American Pale Ale (APA),12
886,0.072,50,No Wake IPA,American IPA,12
887,0.049,15,Boathouse Blonde,American Blonde Ale,12
888,0.05,26,Cedar Point,American Amber / Red Ale,12
889,0.067,70,Clean Shave IPA,American IPA,12
890,0.072,75,Might As Well IPL,American Pale Lager,16
891,0.058,35,Saison Pamplemousse,Saison / Farmhouse Ale,12
892,0.074,74,2020 IPA,American IPA,16
893,0.08,70,Wolf Among Weeds IPA,American IPA,16
894,0.094,92,Better Weather IPA,American IPA,16
895,0.059,60,Point the Way IPA,American IPA,16
896,0.046,15,Golden Road Hefeweizen,Hefeweizen,16
897,0.068,65,Heal the Bay IPA,American IPA,16
898,0.059,60,Point the Way IPA,American IPA,12
899,0.05,,Cabrillo Kölsch,Kölsch,16
900,0.055,20,Get Up Offa That Brown,American Brown Ale,16
901,0.08,70,Burning Bush Smoked IPA,American IPA,16
902,0.08,70,Wolf Among Weeds IPA (2012),American IPA,16
903,0.059,60,Point the Way IPA (2012),American IPA,16
904,0.046,15,Golden Road Hefeweizen (2012),Hefeweizen,16
905,0.07,11,Vanilla Porter,American Porter,16
906,0.07,70,Descender IPA,American IPA,12
907,0.06,18,Sweet As Pacific Ale,American Pale Wheat Ale,12
908,0.056,36,Good People Pale Ale,American Pale Ale (APA),12
909,0.093,103,Snake Handler Double IPA,American Double / Imperial IPA,12
910,0.06,54,Coffee Oatmeal Stout,Oatmeal Stout,12
911,0.06,64,Good People IPA,American IPA,12
912,0.058,36,Good People American Brown Ale,American Brown Ale,12
913,0.055,40,Mountain Rescue Pale Ale,American Pale Ale (APA),12
914,0.059,55,Goose Island India Pale Ale,American IPA,12
915,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),16
916,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),12
917,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,16
918,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,12
919,0.042,20,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12
920,0.052,19,Beaver Logger,American Pale Lager,12
921,0.05,,White Water Wheat,American Pale Wheat Ale,12
922,0.052,,Grand Canyon American Pilsner,American Pilsner,12
923,0.054,,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12
924,,,Black Iron India Pale Ale,American IPA,12
925,0.043,21,Monarch Classic American Wheat,American Pale Wheat Ale,12
926,0.049,21,Sir William's English Brown Ale,English Brown Ale,12
927,0.055,35,Lakefire Rye Pale Ale,American Pale Ale (APA),12
928,0.053,22,Beer Agent Re-Ignition,American Blonde Ale,16
929,0.057,18,Cherry Ale,Fruit / Vegetable Beer,16
930,0.056,33,Bourbon Barrel Aged Coconut Porter,American Porter,16
931,0.062,60,Great Crescent IPA,American IPA,16
932,0.057,27,Aurora Lager,Dortmunder / Export Lager,16
933,0.053,22,Great Crescent Blonde Ale,American Blonde Ale,16
934,0.056,33,Great Crescent Coconut Porter,American Porter,16
935,0.057,25,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16
936,0.045,36,Great Crescent Brown Ale,American Brown Ale,16
937,0.057,18,Cherry Ale (1),Fruit / Vegetable Beer,16
938,0.057,27,Aurora Lager (2011),Dortmunder / Export Lager,16
939,0.06,25,Frosted Fields Winter Wheat,American Dark Wheat Ale,16
940,0.051,13,Great Crescent Belgian Style Wit,Witbier,16
941,0.075,65,Bourbon's Barrel Stout,American Stout,16
942,0.08,66,Great Crescent Stout,English Stout,16
943,0.056,33,Great Crescent Coconut Porter (2012),American Porter,16
944,0.057,23,Great Crescent Dark Lager,Euro Dark Lager,16
945,0.042,26,Great Crescent Mild Ale,English Dark Mild Ale,16
946,0.062,60,Great Crescent IPA (2011),American IPA,16
947,0.053,22,Great Crescent Blonde Ale (2011),American Blonde Ale,16
948,0.05,,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12
949,0.087,,Hibernation Ale,Old Ale,12
950,0.061,,Whitewater,American Pale Wheat Ale,12
951,0.071,,Rumble,American IPA,12
952,0.083,,Orabelle,Tripel,12
953,0.05,,Lasso,American IPA,12
954,0.095,75,Yeti  Imperial Stout,Russian Imperial Stout,12
955,0.073,,Colette,Saison / Farmhouse Ale,12
956,0.071,,Titan IPA,American IPA,12
957,0.045,15,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24
958,0.045,15,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12
959,0.052,49,Commotion APA,American Pale Ale (APA),12
960,0.052,,Southern Drawl Pale Lager,American Pale Lager,12
961,0.05,5,Chickawawa Lemonale,Fruit / Vegetable Beer,12
962,0.07,22,Barrel Aged Farmer,American Brown Ale,16
963,0.048,,Great River Golden Ale,American Blonde Ale,12
964,0.048,,Dirty Blonde Chocolate Ale,American Blonde Ale,12
965,0.048,20,Dos Pistolas,Vienna Lager,12
966,0.05,30,Owney Irish Style Red Ale,Irish Red Ale,16
967,0.06,,Aaah Bock Lager,Vienna Lager,16
968,0.055,10,Widespread Wit,Witbier,16
969,0.054,30,Roller Dam Red Ale,Irish Red Ale,16
970,0.053,48,483 Pale Ale,American Pale Ale (APA),16
971,0.09,99,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16
